,Xg,Yg,Zg,Xm,Ym,Zm
475,0.04,-0.01,-0.03,-3.75,-12.25,16.81
476,0.04,-0.01,-0.03,-4.19,-13.13,18.75
477,0.01,-0.04,0.00,-4.19,-13.13,18.75
478,0.01,-0.04,0.00,-3.75,-12.25,16.81
479,0.00,-0.04,-0.02,-3.75,-12.25,16.81
480,0.00,-0.04,-0.02,-3.56,-10.38,17.37
481,-0.02,-0.03,-0.02,-3.56,-10.38,17.37
482,-0.02,-0.03,-0.02,-3.87,-11.81,17.69
483,0.01,0.01,0.01,-3.87,-11.81,17.69
484,0.00,-0.00,-0.01,-3.87,-11.81,17.69
485,0.00,-0.00,-0.01,-3.56,-11.88,17.75
486,-0.02,0.02,-0.04,-3.56,-11.88,17.75
487,-0.02,0.02,-0.04,-4.00,-11.44,16.62
488,0.06,0.05,-0.03,-4.00,-11.44,16.62
489,0.06,0.05,-0.03,-2.75,-11.44,11.00
490,0.01,-0.06,-0.04,-2.75,-11.44,11.00
491,0.01,-0.06,-0.04,-3.44,-12.19,16.19
492,0.01,-0.02,-0.07,-3.44,-12.19,16.19
493,0.01,-0.02,-0.07,-3.81,-10.88,16.94
494,-0.02,0.01,-0.02,-3.81,-10.88,16.94
495,-0.02,0.01,-0.02,-4.37,-11.63,17.75
496,-0.10,-0.05,0.04,-4.37,-11.63,17.75
497,-0.10,-0.05,0.04,-3.37,-11.38,18.12
498,-0.02,-0.05,0.10,-3.37,-11.38,18.12
499,-0.06,-0.11,0.09,-3.37,-11.38,18.12
