,Xg,Yg,Zg,Xm,Ym,Zm
471,0.02,0.02,0.08,1.44,-9.88,-3.87
472,0.02,0.02,0.08,1.06,-8.38,-4.69
473,0.01,0.10,-0.13,1.06,-8.38,-4.69
474,0.01,0.10,-0.13,1.44,-9.13,-4.25
475,-0.08,-0.05,0.10,1.44,-9.13,-4.25
476,-0.08,-0.05,0.10,1.06,-8.06,-4.69
477,0.06,0.02,0.01,1.06,-8.06,-4.69
478,0.06,0.02,0.01,1.06,-8.75,-4.25
479,0.02,0.03,0.02,1.06,-8.75,-4.25
480,0.02,0.03,0.02,1.06,-8.06,-3.87
481,-0.07,-0.11,0.20,1.06,-8.06,-3.87
482,-0.07,-0.11,0.20,0.69,-9.50,-3.87
483,0.02,0.03,0.03,0.69,-9.50,-3.87
484,0.02,0.03,0.03,0.69,-8.38,-4.69
485,0.06,0.02,0.03,0.69,-8.38,-4.69
486,0.06,0.02,0.03,1.44,-8.75,-4.69
487,-0.01,-0.00,0.09,1.44,-8.75,-4.69
488,-0.01,-0.00,0.09,1.44,-8.75,-4.25
489,0.06,0.04,-0.04,1.44,-8.75,-4.25
490,0.06,0.04,-0.04,1.06,-9.13,-4.25
491,0.08,-0.02,0.11,1.06,-9.13,-4.25
492,0.08,-0.02,0.11,0.31,-8.38,-5.44
493,0.01,-0.04,0.10,0.31,-8.38,-5.44
494,0.01,-0.04,0.10,1.06,-8.06,-3.87
495,-0.03,-0.05,0.12,1.06,-8.06,-3.87
