,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time,Time,Label,,,0
204,-0.29,-0.81,0.07,0,-25.81,19,3.45,9.3,0.11,0.16,-0.31,0.14,0.93,624222,7942,T,,,
205,-0.33,-0.67,0.07,0,-25.81,19,3.45,9.3,0.11,0.16,-0.31,0.14,0.93,624262,7982,T,,,
206,-0.33,-0.67,0.07,0,-25.81,19,3.26,9.88,0.41,0.16,-0.31,0.14,0.93,624301,8021,T,,,
207,-0.33,-0.67,0.07,0,-25.81,19,3.53,10.07,0.45,0.16,-0.31,0.14,0.93,624340,8060,T,,,
208,-0.33,-0.67,0.07,0,-25.81,19,3.6,9.8,0.45,0.16,-0.31,0.14,0.93,624378,8098,T,,,
209,-0.5,-0.95,0.07,0,-25.81,19,3.6,9.8,0.45,0.16,-0.31,0.14,0.93,624418,8138,W,,,
210,-0.58,-0.69,-0.06,0,-25.81,19,3.6,9.8,0.45,0.16,-0.31,0.14,0.93,624458,8178,W,,,
211,-0.58,-0.69,-0.06,0,-25.81,19,3.76,9.11,0.95,0.16,-0.31,0.14,0.93,624498,8218,W,,,
212,-0.58,-0.69,-0.06,0,-25.81,19,3.98,8.5,1.14,0.16,-0.31,0.14,0.93,624539,8259,W,,,
213,-0.58,-0.69,-0.06,0,-25.81,19,3.98,8.84,1.41,0.16,-0.31,0.14,0.93,624577,8297,W,,,
214,-0.73,-0.19,-0.37,0,-25.81,19,3.98,8.84,1.41,0.16,-0.31,0.14,0.93,624617,8337,W,,,
215,-0.73,-0.19,-0.37,0,-25.81,19,3.53,8.5,1.1,0.16,-0.31,0.14,0.93,624658,8378,W,,,
216,-0.77,-1.6,-0.13,0,-25.81,19,3.53,8.5,1.1,0.16,-0.31,0.14,0.93,624698,8418,W,,,
217,-0.77,-1.6,-0.13,0,-25.81,19,4.06,7.5,1.48,0.16,-0.31,0.14,0.93,624738,8458,W,,,
218,-0.77,-1.6,-0.13,0,-25.81,19,3.87,7.23,1.52,0.16,-0.31,0.14,0.93,624777,8497,W,,,
219,-0.77,-1.61,0.15,0,-25.81,19,3.87,7.23,1.52,0.16,-0.31,0.14,0.93,624817,8537,W,,,
220,-0.9,-1.57,0.21,0,-25.81,19,3.87,7.23,1.52,0.16,-0.31,0.14,0.93,624856,8576,W,,,
221,-0.9,-1.57,0.21,0,-25.81,19,4.37,6.55,2.45,0.16,-0.31,0.14,0.93,624896,8616,W,,,
222,-0.9,-1.57,0.21,0,-25.81,19,4.29,6.36,1.79,0.16,-0.31,0.14,0.93,624933,8653,W,,,
223,-0.9,-1.57,0.21,3,-25.06,-1,4.29,6.36,1.79,0.16,-0.31,0.14,0.93,624972,8692,W,,,
224,-0.57,-0.59,0.29,3,-25.06,-1,4.29,6.36,1.79,0.16,-0.31,0.14,0.93,625012,8732,W,,,
225,-0.57,-0.59,0.29,3,-25.06,-1,6.29,8.46,3.02,0.16,-0.31,0.14,0.93,625052,8772,W,,,
226,-0.57,-0.59,0.29,3,-25.06,-1,5.98,8.96,2.9,0.16,-0.31,0.14,0.93,625093,8813,W,,,
227,-0.57,-0.59,0.29,3,-25.06,-1,6.29,8.54,3.44,0.16,-0.31,0.14,0.93,625131,8851,W,,,
228,-0.19,-0.1,-0.02,3,-25.06,-1,6.29,8.54,3.44,0.16,-0.31,0.14,0.93,625171,8891,W,,,
229,-0.16,-0.15,-0.04,3,-25.06,-1,6.29,8.54,3.44,0.16,-0.31,0.14,0.93,625211,8931,W,,,
230,-0.16,-0.15,-0.04,3,-25.06,-1,6.02,9.23,2.33,0.16,-0.31,0.14,0.93,625252,8972,W,,,
231,-0.16,-0.15,-0.04,3,-25.06,-1,5.48,9.3,1.95,0.16,-0.31,0.14,0.93,625293,9013,W,,,
232,-0.16,-0.15,-0.04,3,-25.06,-1,5.4,9.3,1.79,0.16,-0.31,0.14,0.93,625331,9051,W,,,
233,0.23,-0.03,-0.14,3,-25.06,-1,5.4,9.3,1.79,0.16,-0.31,0.14,0.93,625372,9092,W,,,
234,0.23,-0.03,-0.14,3,-25.06,-1,5.21,9.04,2.29,0.16,-0.31,0.14,0.93,625412,9132,W,,,
235,0.01,-0.21,-0.22,3,-25.06,-1,5.21,9.04,2.29,0.16,-0.31,0.14,0.93,625452,9172,W,,,
236,0.01,-0.21,-0.22,3,-25.06,-1,6.29,8.77,3.32,0.16,-0.31,0.14,0.93,625491,9211,W,,,
237,0.01,-0.21,-0.22,3,-25.06,-1,5.82,8.8,2.79,0.16,-0.31,0.14,0.93,625529,9249,W,,,
238,-0.11,-0.2,0.07,3,-25.06,-1,5.82,8.8,2.79,0.16,-0.31,0.14,0.93,625569,9289,W,,,
239,0.03,-0.04,-0.02,3,-25.06,-1,5.82,8.8,2.79,0.16,-0.31,0.14,0.93,625609,9329,W,,,
240,0.03,-0.04,-0.02,3,-25.06,-1,5.29,9.84,2.1,0.16,-0.31,0.14,0.93,625648,9368,W,,,
241,0.03,-0.04,-0.02,3,-25.06,-1,6.29,10.49,1.41,0.16,-0.31,0.14,0.93,625689,9409,W,,,
242,0.03,-0.04,-0.02,3,-25.06,-1,6.36,12.1,2.02,0.16,-0.31,0.14,0.93,625728,9448,W,,,
243,0.03,-0.26,-0.03,3,-25.06,-1,6.36,12.1,2.02,0.16,-0.31,0.14,0.93,625768,9488,W,,,
244,0.03,-0.26,-0.03,3,-25.06,-1,5.94,11.18,1.75,0.16,-0.31,0.14,0.93,625808,9528,W,,,
245,0.03,-0.26,-0.03,3,-25.06,-1,5.25,10.57,1.6,0.16,-0.31,0.14,0.93,625850,9570,W,,,
246,0.03,-0.26,-0.03,3,-25.06,-1,5.14,10.34,2.29,0.16,-0.31,0.14,0.93,625890,9610,W,,,
247,0.03,-0.26,-0.03,3,-25.06,-1,5.55,9.76,1.79,0.16,-0.31,0.14,0.93,625929,9649,W,,,
248,-0.6,-0.19,0.29,3,-25.06,-1,5.55,9.76,1.79,0.16,-0.31,0.14,0.93,625970,9690,W,,,
249,-0.84,0.12,0.65,3,-25.06,-1,5.55,9.76,1.79,0.16,-0.31,0.14,0.93,626010,9730,W,,,
250,-0.84,0.12,0.65,3,-25.06,-1,5.98,7.62,1.95,0.16,-0.31,0.14,0.93,626048,9768,W,,,
251,-0.84,0.12,0.65,3,-25.06,-1,5.82,7.31,2.06,0.16,-0.31,0.14,0.93,626086,9806,W,,,
252,-0.84,0.12,0.65,3,-25.06,-1,5.25,6.62,2.33,0.16,-0.31,0.14,0.93,626124,9844,W,,,
253,-0.96,0.38,0.93,3,-25.06,-1,5.25,6.62,2.33,0.16,-0.31,0.14,0.93,626163,9883,W,,,
254,-0.92,0.25,0.41,3,-25.06,-1,5.25,6.62,2.33,0.16,-0.31,0.14,0.93,626202,9922,W,,,
255,-0.92,0.25,0.41,3,-25.06,-1,4.41,4.02,2.6,0.16,-0.31,0.14,0.93,626241,9961,W,,,
256,-0.92,0.25,0.41,3,-25.06,-1,4.29,4.21,2.56,0.16,-0.31,0.14,0.93,626279,9999,W,,,
257,-0.87,-0.28,-0.26,3,-25.06,-1,4.29,4.21,2.56,0.16,-0.31,0.14,0.93,626319,10039,W,,,
258,-0.88,-0.4,-0.49,3,-25.06,-1,4.29,4.21,2.56,0.16,-0.31,0.14,0.93,626359,10079,W,,,
259,-0.88,-0.4,-0.49,3,-25.06,-1,5.48,4.71,4.7,0.16,-0.31,0.14,0.93,626399,10119,W,,,
260,-0.88,-0.4,-0.49,3,-25.06,-1,5.36,4.67,4.86,0.16,-0.31,0.14,0.93,626441,10161,W,,,
261,-0.88,-0.4,-0.49,3,-25.06,-1,5.48,4.17,4.86,0.16,-0.31,0.14,0.93,626479,10199,W,,,
262,-0.88,-1.16,-0.72,3,-25.06,-1,5.48,4.17,4.86,0.16,-0.31,0.14,0.93,626520,10240,W,,,
263,-0.88,-1.16,-0.72,3,-25.06,-1,6.59,5.32,5.05,0.16,-0.31,0.14,0.93,626560,10280,W,,,
264,-0.88,-1.16,-0.72,3,-25.06,-1,6.78,5.7,4.89,0.16,-0.31,0.14,0.93,626601,10321,W,,,
265,-0.88,-1.16,-0.72,3,-25.06,-1,6.74,5.39,4.43,0.16,-0.31,0.14,0.93,626641,10361,W,,,
266,-0.88,-1.16,-0.72,3,-25.06,-1,6.86,5.66,4.21,0.16,-0.31,0.14,0.93,626680,10400,W,,,
267,-0.56,-1.21,-0.76,3,-25.06,-1,6.86,5.66,4.21,0.16,-0.31,0.14,0.93,626721,10441,W,,,
268,-0.47,-1.06,-0.65,3,-25.06,-1,6.86,5.66,4.21,0.16,-0.31,0.14,0.93,626762,10482,W,,,
269,-0.47,-1.06,-0.65,3,-25.06,-1,7.36,5.86,2.86,0.16,-0.31,0.14,0.93,626802,10522,W,,,
270,-0.47,-1.06,-0.65,3,-25.06,-1,7.24,6.85,2.83,0.16,-0.31,0.14,0.93,626842,10562,W,,,
271,-0.47,-1.06,-0.65,3,-25.06,-1,6.63,7.58,2.79,0.16,-0.31,0.14,0.93,626881,10601,W,,,
272,-0.22,-0.77,-0.8,3,-25.06,-1,6.63,7.58,2.79,0.16,-0.31,0.14,0.93,626921,10641,W,,,
273,-0.22,-0.58,-0.48,3,-25.06,-1,6.63,7.58,2.79,0.16,-0.31,0.14,0.93,626961,10681,W,,,
274,-0.22,-0.58,-0.48,3,-25.06,-1,6.78,6.85,2.14,0.16,-0.31,0.14,0.93,627003,10723,W,,,
275,-0.22,-0.58,-0.48,3,-25.06,-1,6.86,8,1.87,0.16,-0.31,0.14,0.93,627042,10762,W,,,
276,-0.22,-0.58,-0.48,3,-25.06,-1,6.82,7.73,1.98,0.16,-0.31,0.14,0.93,627081,10801,W,,,
277,-0.53,-1.23,-0.24,3,-25.06,-1,6.82,7.73,1.98,0.16,-0.31,0.14,0.93,627121,10841,W,,,
278,-0.53,-1.23,-0.24,3,-25.06,-1,7.01,7.08,2.71,0.16,-0.31,0.14,0.93,627163,10883,W,,,
279,-0.48,-0.86,-0.36,3,-25.06,-1,7.01,7.08,2.71,0.16,-0.31,0.14,0.93,627202,10922,W,,,
280,-0.48,-0.86,-0.36,3,-25.06,-1,6.59,7.46,2.86,0.16,-0.31,0.14,0.93,627241,10961,W,,,
281,-0.48,-0.86,-0.36,3,-25.06,-1,6.48,7.12,2.98,0.16,-0.31,0.14,0.93,627280,11000,W,,,
282,-0.32,-0.55,-0.45,3,-25.06,-1,6.48,7.12,2.98,0.16,-0.31,0.14,0.93,627321,11041,W,,,
283,-0.29,-0.49,-0.51,3,-25.06,-1,6.48,7.12,2.98,0.16,-0.31,0.14,0.93,627361,11081,W,,,
284,-0.29,-0.49,-0.51,3,-25.06,-1,6.36,7.2,2.41,0.16,-0.31,0.14,0.93,627400,11120,W,,,
285,-0.29,-0.49,-0.51,3,-25.06,-1,6.36,7.35,2.48,0.16,-0.31,0.14,0.93,627441,11161,W,,,
286,-0.29,-0.49,-0.51,3,-25.06,-1,6.32,7.46,2.29,0.16,-0.31,0.14,0.93,627479,11199,W,,,
287,-0.19,-0.18,-0.73,3,-25.06,-1,6.32,7.46,2.29,0.16,-0.31,0.14,0.93,627520,11240,W,,,
288,-0.19,-0.18,-0.73,3,-25.06,-1,5.94,7.58,1.83,0.16,-0.31,0.14,0.93,627560,11280,W,,,
289,-0.19,-0.18,-0.73,3,-25.06,-1,5.48,7.66,1.48,0.16,-0.31,0.14,0.93,627601,11321,W,,,
290,-0.19,-0.18,-0.73,3,-25.06,-1,4.98,8.38,1.26,0.16,-0.31,0.14,0.93,627641,11361,W,,,
291,-0.19,-0.18,-0.73,3,-25.06,-1,4.45,8.92,1.41,0.16,-0.31,0.14,0.93,627680,11400,W,,,
292,0.35,0,-1.28,3,-25.06,-1,4.45,8.92,1.41,0.16,-0.31,0.14,0.93,627721,11441,W,,,
293,0.17,-0.89,-1.25,3,-25.06,-1,4.45,8.92,1.41,0.16,-0.31,0.14,0.93,627761,11481,W,,,
294,0.17,-0.89,-1.25,3,-25.06,-1,3.41,9.04,1.79,0.16,-0.31,0.14,0.93,627801,11521,W,,,
295,0.17,-0.89,-1.25,3,-25.06,-1,3.72,8.84,2.67,0.16,-0.31,0.14,0.93,627841,11561,W,,,
296,0.17,-0.89,-1.25,3,-25.06,-1,3.03,8.77,2.45,0.16,-0.31,0.14,0.93,627878,11598,W,,,
297,0.07,-0.88,-0.4,3,-25.06,-1,3.03,8.77,2.45,0.16,-0.31,0.14,0.93,627918,11638,W,,,
298,0.17,-0.52,-0.43,3,-25.06,-1,3.03,8.77,2.45,0.16,-0.31,0.14,0.93,627958,11678,W,,,
299,0.17,-0.52,-0.43,3,-25.06,-1,4.25,8.04,2.94,0.16,-0.31,0.14,0.93,627997,11717,W,,,
300,0.17,-0.52,-0.43,3,-25.06,-1,4.18,8.35,2.86,0.16,-0.31,0.14,0.93,628038,11758,W,,,
301,0.17,-0.52,-0.43,3,-25.06,-1,4.21,8.57,2.71,0.16,-0.31,0.14,0.93,628076,11796,W,,,
302,-0.02,-0.51,0.24,3,-25.06,-1,4.21,8.57,2.71,0.16,-0.31,0.14,0.93,628116,11836,W,,,
303,-0.02,-0.51,0.24,3,-25.06,-1,3.87,8.42,2.75,0.16,-0.31,0.14,0.93,628156,11876,W,,,
304,-0.09,-0.09,0.58,3,-25.06,-1,3.87,8.42,2.75,0.16,-0.31,0.14,0.93,628195,11915,W,,,
305,-0.09,-0.09,0.58,3,-25.06,-1,3.79,8.27,2.56,0.16,-0.31,0.14,0.93,628233,11953,W,,,
306,-0.09,-0.09,0.58,-9.06,-15.5,-15.75,3.79,8.27,2.56,0.16,-0.31,0.14,0.93,628272,11992,W,,,
307,-0.09,-0.09,0.58,-9.06,-15.5,-15.75,4.18,8.84,2.6,0.16,-0.31,0.14,0.93,628312,12032,W,,,
308,-0.09,-0.09,0.58,-9.06,-15.5,-15.75,3.95,8.8,2.02,0.16,-0.31,0.14,0.93,628353,12073,W,,,
309,-0.09,-0.09,0.58,-9.06,-15.5,-15.75,5.1,9.92,1.91,0.16,-0.31,0.14,0.93,628393,12113,W,,,
310,-0.09,-0.09,0.58,-9.06,-15.5,-15.75,6.05,11.41,2.45,0.16,-0.31,0.14,0.93,628431,12151,W,,,
311,-0.3,-0.09,0.8,-9.06,-15.5,-15.75,6.05,11.41,2.45,0.16,-0.31,0.14,0.93,628473,12193,W,,,
312,-0.21,0.33,1.21,-9.06,-15.5,-15.75,6.05,11.41,2.45,0.16,-0.31,0.14,0.93,628514,12234,W,,,
313,-0.21,0.33,1.21,-9.06,-15.5,-15.75,5.86,9.92,1.98,0.16,-0.31,0.14,0.93,628554,12274,W,,,
314,-0.21,0.33,1.21,-9.06,-15.5,-15.75,5.67,8.92,1.68,0.16,-0.31,0.14,0.93,628593,12313,W,,,
315,-0.21,0.33,1.21,-9.06,-15.5,-15.75,4.98,8.38,1.64,0.16,-0.31,0.14,0.93,628632,12352,W,,,
316,-0.21,0.33,1.21,-9.06,-15.5,-15.75,4.98,8.38,1.64,0.61,0.03,0.57,0.55,628672,12392,W,,,
317,-0.39,0.78,1.01,-9.06,-15.5,-15.75,4.98,8.38,1.64,0.61,0.03,0.57,0.55,628712,12432,W,,,
318,-0.39,0.78,1.01,-9.06,-15.5,-15.75,4.68,7.27,1.29,0.61,0.03,0.57,0.55,628752,12472,W,,,
319,-0.19,0.43,0.24,-9.06,-15.5,-15.75,4.68,7.27,1.29,0.61,0.03,0.57,0.55,628792,12512,W,,,
320,-0.19,0.43,0.24,-9.06,-15.5,-15.75,4.52,6.47,1.41,0.61,0.03,0.57,0.55,628830,12550,W,,,
321,0.03,0.26,-0.26,-9.06,-15.5,-15.75,4.52,6.47,1.41,0.61,0.03,0.57,0.55,628869,12589,W,,,
322,0.03,0.26,-0.26,-9.06,-15.5,-15.75,4.71,6.62,1.64,0.61,0.03,0.57,0.55,628910,12630,W,,,
323,0.44,0.02,-1.16,-9.06,-15.5,-15.75,4.71,6.62,1.64,0.61,0.03,0.57,0.55,628950,12670,W,,,
324,0.44,0.02,-1.16,-9.06,-15.5,-15.75,4.71,7.96,1.91,0.61,0.03,0.57,0.55,628989,12709,W,,,
325,0.44,0.02,-1.16,-9.06,-15.5,-15.75,4.56,8.54,2.06,0.61,0.03,0.57,0.55,629027,12747,W,,,
326,0.65,-0.1,-1.65,-9.06,-15.5,-15.75,4.56,8.54,2.06,0.61,0.03,0.57,0.55,629068,12788,W,,,
327,0.65,-0.67,-2.16,-9.06,-15.5,-15.75,4.56,8.54,2.06,0.61,0.03,0.57,0.55,629109,12829,W,,,
328,0.65,-0.67,-2.16,-9.06,-15.5,-15.75,4.25,9.76,1.56,0.61,0.03,0.57,0.55,629148,12868,W,,,
329,0.65,-0.67,-2.16,-9.06,-15.5,-15.75,4.21,7.89,2.33,0.61,0.03,0.57,0.55,629189,12909,W,,,
330,0.65,-0.67,-2.16,-9.06,-15.5,-15.75,4.87,8.73,2.9,0.61,0.03,0.57,0.55,629228,12948,W,,,
331,0.52,-0.06,-1.38,-9.06,-15.5,-15.75,4.87,8.73,2.9,0.61,0.03,0.57,0.55,629268,12988,W,,,
332,0.14,-0.92,-0.91,-9.06,-15.5,-15.75,4.87,8.73,2.9,0.61,0.03,0.57,0.55,629308,13028,W,,,
333,0.14,-0.92,-0.91,-9.06,-15.5,-15.75,4.6,8.65,2.86,0.61,0.03,0.57,0.55,629350,13070,W,,,
334,0.14,-0.92,-0.91,-9.06,-15.5,-15.75,4.21,8.16,3.05,0.61,0.03,0.57,0.55,629390,13110,W,,,
335,0.14,-0.92,-0.91,-9.06,-15.5,-15.75,4.18,8.27,3.09,0.61,0.03,0.57,0.55,629429,13149,W,,,
336,-0.12,-0.39,0.17,-9.06,-15.5,-15.75,4.18,8.27,3.09,0.61,0.03,0.57,0.55,629469,13189,W,,,
337,-0.12,-0.39,0.17,-9.06,-15.5,-15.75,3.98,8.08,3.32,0.61,0.03,0.57,0.55,629511,13231,W,,,
338,-0.4,-0.34,0.55,-9.06,-15.5,-15.75,3.98,8.08,3.32,0.61,0.03,0.57,0.55,629551,13271,W,,,
339,-0.4,-0.34,0.55,-9.06,-15.5,-15.75,4.52,7.58,3.4,0.61,0.03,0.57,0.55,629591,13311,W,,,
340,-0.4,-0.34,0.55,-9.06,-15.5,-15.75,4.14,7.5,3.59,0.61,0.03,0.57,0.55,629629,13349,W,,,
341,-0.32,-0.32,0.89,-9.06,-15.5,-15.75,4.14,7.5,3.59,0.61,0.03,0.57,0.55,629670,13390,W,,,
342,-0.23,0.34,1.18,-9.06,-15.5,-15.75,4.14,7.5,3.59,0.61,0.03,0.57,0.55,629710,13430,W,,,
343,-0.23,0.34,1.18,-9.06,-15.5,-15.75,5.48,9.88,2.64,0.61,0.03,0.57,0.55,629750,13470,W,,,
344,-0.23,0.34,1.18,-9.06,-15.5,-15.75,6.05,11.56,2.6,0.61,0.03,0.57,0.55,629790,13510,W,,,
345,-0.23,0.34,1.18,-9.06,-15.5,-15.75,5.98,11.3,2.37,0.61,0.03,0.57,0.55,629829,13549,W,,,
346,-0.39,0.51,1.63,-9.06,-15.5,-15.75,5.98,11.3,2.37,0.61,0.03,0.57,0.55,629870,13590,W,,,
347,-0.39,0.51,1.63,-9.06,-15.5,-15.75,5.25,10.22,2.18,0.61,0.03,0.57,0.55,629911,13631,W,,,
348,-0.57,0.31,1.69,-9.06,-15.5,-15.75,5.25,10.22,2.18,0.61,0.03,0.57,0.55,629951,13671,W,,,
349,-0.57,0.31,1.69,-9.06,-15.5,-15.75,4.98,8.61,1.75,0.61,0.03,0.57,0.55,629991,13711,W,,,
350,-0.57,0.31,1.69,-9.06,-15.5,-15.75,4.87,8.35,1.71,0.61,0.03,0.57,0.55,630029,13749,W,,,
351,-0.32,0.39,1.09,-9.06,-15.5,-15.75,4.87,8.35,1.71,0.61,0.03,0.57,0.55,630070,13790,W,,,
352,-0.19,0.22,0.74,-9.06,-15.5,-15.75,4.87,8.35,1.71,0.61,0.03,0.57,0.55,630110,13830,W,,,
353,-0.19,0.22,0.74,-9.06,-15.5,-15.75,4.21,6.47,1.83,0.61,0.03,0.57,0.55,630149,13869,T,,,
354,-0.19,0.22,0.74,-9.06,-15.5,-15.75,4.14,6.16,1.87,0.61,0.03,0.57,0.55,630190,13910,T,,,
355,-0.19,0.22,0.74,-9.06,-15.5,-15.75,4.29,6.58,2.33,0.61,0.03,0.57,0.55,630227,13947,T,,,
356,0.07,-0.3,-0.78,-9.06,-15.5,-15.75,4.29,6.58,2.33,0.61,0.03,0.57,0.55,630267,13987,T,,,
357,0.17,-0.21,-1.22,-9.06,-15.5,-15.75,4.29,6.58,2.33,0.61,0.03,0.57,0.55,630307,14027,T,,,
358,0.17,-0.21,-1.22,-9.06,-15.5,-15.75,5.17,8.04,2.9,0.61,0.03,0.57,0.55,630349,14069,T,,,
359,0.17,-0.21,-1.22,-9.06,-15.5,-15.75,5.4,9.65,2.94,0.61,0.03,0.57,0.55,630389,14109,T,,,
360,0.17,-0.21,-1.22,-9.06,-15.5,-15.75,5.55,10.26,2.83,0.61,0.03,0.57,0.55,630428,14148,T,,,
361,0.75,0.18,-1.62,-9.06,-15.5,-15.75,5.55,10.26,2.83,0.61,0.03,0.57,0.55,630469,14189,T,,,
362,0.75,0.18,-1.62,-9.06,-15.5,-15.75,5.44,8.54,2.79,0.61,0.03,0.57,0.55,630510,14230,T,,,
363,0.7,0.37,-1.08,-9.06,-15.5,-15.75,5.44,8.54,2.79,0.61,0.03,0.57,0.55,630550,14270,T,,,
364,0.7,0.37,-1.08,-9.06,-15.5,-15.75,4.95,8.38,2.6,0.61,0.03,0.57,0.55,630589,14309,T,,,
365,0.7,0.37,-1.08,-9.06,-15.5,-15.75,4.87,8.12,2.56,0.61,0.03,0.57,0.55,630628,14348,T,,,
366,0.08,-0.94,-0.79,-9.06,-15.5,-15.75,4.87,8.12,2.56,0.61,0.03,0.57,0.55,630668,14388,T,,,
367,0.04,-1.16,-0.81,-9.06,-15.5,-15.75,4.87,8.12,2.56,0.61,0.03,0.57,0.55,630708,14428,T,,,
368,0.04,-1.16,-0.81,-9.06,-15.5,-15.75,5.82,7.35,3.36,0.61,0.03,0.57,0.55,630749,14469,T,,,
369,0.04,-1.16,-0.81,-9.06,-15.5,-15.75,5.71,7.39,3.63,0.61,0.03,0.57,0.55,630790,14510,T,,,
370,0.04,-1.16,-0.81,-9.06,-15.5,-15.75,5.71,7.66,3.94,0.61,0.03,0.57,0.55,630829,14549,T,,,
371,-0.11,-0.67,0.18,-9.06,-15.5,-15.75,5.71,7.66,3.94,0.61,0.03,0.57,0.55,630868,14588,T,,,
372,-0.11,-0.67,0.18,-9.06,-15.5,-15.75,5.48,7.77,4.13,0.61,0.03,0.57,0.55,630909,14629,T,,,
373,0,0.33,0.66,-9.06,-15.5,-15.75,5.48,7.77,4.13,0.61,0.03,0.57,0.55,630950,14670,T,,,
374,0,0.33,0.66,-9.06,-15.5,-15.75,5.44,7.93,3.79,0.61,0.03,0.57,0.55,630989,14709,T,,,
375,0,0.33,0.66,-9.06,-15.5,-15.75,5.63,8.23,3.55,0.61,0.03,0.57,0.55,631027,14747,T,,,
376,-0.16,0.43,1.06,-9.06,-15.5,-15.75,5.63,8.23,3.55,0.61,0.03,0.57,0.55,631067,14787,T,,,
377,-0.12,0.63,1.19,-9.06,-15.5,-15.75,5.63,8.23,3.55,0.61,0.03,0.57,0.55,631107,14827,T,,,
378,-0.12,0.63,1.19,-9.06,-15.5,-15.75,6.93,11.45,2.94,0.61,0.03,0.57,0.55,631147,14867,T,,,
379,-0.12,0.63,1.19,-9.06,-15.5,-15.75,6.29,10.84,2.02,0.61,0.03,0.57,0.55,631188,14908,T,,,
380,-0.12,0.63,1.19,-9.06,-15.5,-15.75,6.44,10.26,1.79,0.61,0.03,0.57,0.55,631227,14947,T,,,
381,0.12,1.43,1.53,-9.06,-15.5,-15.75,6.44,10.26,1.79,0.61,0.03,0.57,0.55,631267,14987,T,,,
382,-0.23,0.96,1.6,-9.06,-15.5,-15.75,6.44,10.26,1.79,0.61,0.03,0.57,0.55,631307,15027,T,,,
383,-0.23,0.96,1.6,-9.06,-15.5,-15.75,5.44,7.35,1.26,0.61,0.03,0.57,0.55,631349,15069,T,,,
384,-0.23,0.96,1.6,-9.06,-15.5,-15.75,4.75,6.93,1.41,0.61,0.03,0.57,0.55,631389,15109,T,,,
385,-0.23,0.96,1.6,-9.06,-15.5,-15.75,4.95,6.93,1.33,0.61,0.03,0.57,0.55,631427,15147,T,,,
386,0.27,0.91,0.48,-9.06,-15.5,-15.75,4.95,6.93,1.33,0.61,0.03,0.57,0.55,631465,15185,T,,,
387,0.27,0.91,0.48,-9.06,-15.5,-15.75,4.91,6.7,1.98,0.61,0.03,0.57,0.55,631505,15225,T,,,
388,0.63,0.64,-0.29,-9.06,-15.5,-15.75,4.91,6.7,1.98,0.61,0.03,0.57,0.55,631544,15264,T,,,
389,0.63,0.64,-0.29,-9.06,-15.5,-15.75,5.21,7.54,3.17,0.61,0.03,0.57,0.55,631583,15303,T,,,
390,0.63,0.64,-0.29,-9.06,-15.5,-15.75,5.17,7.62,3.32,0.61,0.03,0.57,0.55,631621,15341,T,,,
391,0.63,0.64,-0.29,-9.06,-15.5,-15.75,5.14,7.85,3.63,0.61,0.03,0.57,0.55,631661,15381,T,,,
392,0.9,0.43,-1.15,-9.06,-15.5,-15.75,5.14,7.85,3.63,0.61,0.03,0.57,0.55,631700,15420,T,,,
393,0.9,0.43,-1.15,-9.06,-15.5,-15.75,4.87,9,4.36,0.61,0.03,0.57,0.55,631740,15460,T,,,
394,0.9,0.43,-1.15,-9.06,-15.5,-15.75,4.71,6.7,4.66,0.61,0.03,0.57,0.55,631778,15498,T,,,
395,0.75,0.77,-0.59,-9.06,-15.5,-15.75,4.71,6.7,4.66,0.61,0.03,0.57,0.55,631819,15539,T,,,
396,0.57,0.66,-0.52,-9.06,-15.5,-15.75,4.71,6.7,4.66,0.61,0.03,0.57,0.55,631859,15579,T,,,
397,0.57,0.66,-0.52,-9.06,-15.5,-15.75,4.91,8.16,4.66,0.61,0.03,0.57,0.55,631899,15619,T,,,
398,0.57,0.66,-0.52,-9.06,-15.5,-15.75,5.17,7.31,5.01,0.61,0.03,0.57,0.55,631939,15659,T,,,
399,0.57,0.66,-0.52,-9.06,-15.5,-15.75,5.29,6.74,5.32,0.61,0.03,0.57,0.55,631976,15696,T,,,
400,0.47,0.96,0.12,-9.06,-15.5,-15.75,5.29,6.74,5.32,0.61,0.03,0.57,0.55,632016,15736,T,,,
401,0.43,0.97,0.38,-9.06,-15.5,-15.75,5.29,6.74,5.32,0.61,0.03,0.57,0.55,632055,15775,T,,,
402,0.43,0.97,0.38,-9.06,-15.5,-15.75,5.29,7.12,4.7,0.61,0.03,0.57,0.55,632094,15814,T,,,
403,0.43,0.97,0.38,-9.06,-15.5,-15.75,5.1,7.16,4.28,0.61,0.03,0.57,0.55,632134,15854,T,,,
404,0.43,0.97,0.38,-9.06,-15.5,-15.75,4.64,7.46,3.79,0.61,0.03,0.57,0.55,632171,15891,W,,,
405,0.63,1.61,1.14,-9.06,-15.5,-15.75,4.64,7.46,3.79,0.61,0.03,0.57,0.55,632210,15930,W,,,
406,0.63,1.61,1.14,-9.06,-15.5,-15.75,4.33,7.89,2.64,0.61,0.03,0.57,0.55,632249,15969,W,,,
407,0.63,1.61,1.14,-9.06,-15.5,-15.75,4.29,7.77,2.21,0.61,0.03,0.57,0.55,632288,16008,W,,,
408,0.63,1.61,1.14,-9.06,-15.5,-15.75,4.45,7.81,2.33,0.61,0.03,0.57,0.55,632326,16046,W,,,
