,Xg,Yg,Zg,Xm,Ym,Zm
484,0.87,-0.26,-2.47,2.56,-18.25,41.56
485,0.87,-0.26,-2.47,3.81,-17.87,42.81
486,0.12,-0.39,1.13,3.81,-17.87,42.81
487,0.12,-0.39,1.13,3.81,-17.62,42.75
488,0.95,-0.19,-1.86,3.81,-17.62,42.75
489,0.95,-0.19,-1.86,3.44,-18.31,44.13
490,0.40,-0.16,0.89,3.44,-18.31,44.13
491,0.40,-0.16,0.89,4.50,-17.44,43.75
492,1.01,0.11,-1.04,4.50,-17.44,43.75
493,1.01,0.11,-1.04,3.87,-17.56,44.38
494,0.63,0.30,-0.10,3.87,-17.56,44.38
495,0.63,0.30,-0.10,4.75,-18.25,47.13
496,0.05,0.44,0.41,4.75,-18.25,47.13
497,0.05,0.44,0.41,3.94,-16.00,47.25
498,-0.09,0.14,0.24,3.94,-16.00,47.25
499,-0.09,0.14,0.24,4.25,-18.81,49.50
