,Xg,Yg,Zg,Xm,Ym,Zm
481,0.36,0.56,-0.15,-1.00,-16.44,57.94
482,0.78,0.34,-2.14,-1.00,-16.44,57.94
483,0.78,0.34,-2.14,-0.94,-18.81,60.75
484,-0.63,-0.32,0.86,-0.94,-18.81,60.75
485,-0.63,-0.32,0.86,-0.25,-15.69,58.75
486,-0.24,-0.66,0.53,-0.25,-15.69,58.75
487,-0.24,-0.66,0.53,-0.25,-19.12,59.19
488,-0.36,-1.06,0.33,-0.25,-19.12,59.19
489,-0.36,-1.06,0.33,0.62,-15.31,58.00
490,-1.89,-2.06,1.79,0.62,-15.31,58.00
491,-1.89,-2.06,1.79,1.06,-19.31,56.25
492,-3.84,-3.74,3.25,1.06,-19.31,56.25
493,-3.84,-3.74,3.25,0.25,-20.69,50.25
494,-2.19,-2.59,2.25,0.25,-20.69,50.25
495,-2.19,-2.59,2.25,-0.94,-16.94,42.44
496,-0.71,-1.74,1.41,-0.94,-16.94,42.44
497,-0.71,-1.74,1.41,-2.37,-18.00,40.13
498,0.07,-0.90,1.02,-2.37,-18.00,40.13
499,0.07,-0.90,1.02,-3.25,-19.06,41.19
